№ Площадки,Регион,Диапазон,Тип БС,"Дата ТЭ 
(ЧЧ.ММ.ГГ)","Год 
плана",exМР
PL_77_567,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_571,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_571,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_571,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_571,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_571,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_571,Москва и Московская область,LTE-2600-TDD,БС,2021-08-21,2021,МР Москва
PL_77_572,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_572,Москва и Московская область,UMTS-900,БС,2021-02-20,2021,МР Москва
PL_77_572,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_572,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_572,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_575,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_575,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_575,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_575,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_575,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_575,Москва и Московская область,LTE-2600-TDD,БС,2021-08-21,2021,МР Москва
PL_77_578,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_578,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_578,Москва и Московская область,UMTS-900,БС,2021-05-21,2021,МР Москва
PL_77_578,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_578,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_578,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_581,Москва и Московская область,GSM-900,БС,2021-11-21,2021,МР Москва
PL_77_581,Москва и Московская область,DCS-1800,БС,2021-11-21,2021,МР Москва
PL_77_581,Москва и Московская область,UMTS-900,БС,2021-11-21,2021,МР Москва
PL_77_581,Москва и Московская область,UMTS-2100,БС,2021-11-21,2021,МР Москва
PL_77_581,Москва и Московская область,LTE-1800,БС,2021-11-21,2021,МР Москва
PL_77_581,Москва и Московская область,LTE-2600,БС,2021-11-21,2021,МР Москва
PL_77_581,Москва и Московская область,LTE-2600-TDD,БС,2021-11-21,2021,МР Москва
PL_77_582,Москва и Московская область,GSM-900,БС,2021-11-20,2021,МР Москва
PL_77_582,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_582,Москва и Московская область,UMTS-900,БС,2021-11-20,2021,МР Москва
PL_77_582,Москва и Московская область,UMTS-2100,БС,2021-11-20,2021,МР Москва
PL_77_582,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_582,Москва и Московская область,LTE-2600,БС,2021-11-20,2021,МР Москва
PL_77_582,Москва и Московская область,LTE-2600-TDD,БС,2021-11-20,2021,МР Москва
PL_77_587,Москва и Московская область,GSM-900,БС,2021-11-21,2021,МР Москва
PL_77_587,Москва и Московская область,DCS-1800,БС,2021-11-21,2021,МР Москва
PL_77_587,Москва и Московская область,UMTS-2100,БС,2021-11-21,2021,МР Москва
PL_77_587,Москва и Московская область,LTE-800,БС,2021-11-21,2021,МР Москва
PL_77_587,Москва и Московская область,LTE-1800,БС,2021-11-21,2021,МР Москва
PL_77_587,Москва и Московская область,LTE-2600,БС,2021-11-21,2021,МР Москва
PL_77_587,Москва и Московская область,LTE-2600-TDD,БС,2021-11-21,2021,МР Москва
PL_77_588,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_588,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_588,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_588,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_588,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_588,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_590,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_590,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_590,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_590,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_590,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_590,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_591,Москва и Московская область,GSM-900,БС,2021-11-21,2021,МР Москва
PL_77_591,Москва и Московская область,DCS-1800,БС,2021-11-21,2021,МР Москва
PL_77_591,Москва и Московская область,UMTS-2100,БС,2021-11-21,2021,МР Москва
PL_77_591,Москва и Московская область,LTE-1800,БС,2021-11-21,2021,МР Москва
PL_77_593,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_593,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_593,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_593,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_593,Москва и Московская область,LTE-2600,БС,2021-03-20,2021,МР Москва
PL_77_593,Москва и Московская область,LTE-2600-TDD,БС,2021-03-20,2021,МР Москва
PL_77_594,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_594,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_594,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_594,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_594,Москва и Московская область,LTE-2600,БС,2021-03-20,2021,МР Москва
PL_77_595,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_595,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_595,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_595,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_595,Москва и Московская область,LTE-2600-TDD,БС,2021-03-20,2021,МР Москва
PL_77_596,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_596,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_596,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_596,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
