Дата создания заказа,Дата утверждения заказа,Номер контракта,Номер строки в заказе/релизе,Код позиции ЕНС,Наименование позиции ЕНС,Единица измерения,Заказанное количество,Полученное количество,В пути,Длина,Ширина,Высота,Объём,Общий объём,Организация-получатель,Дата исполнения заказа/договора
2021-12-09,2021-12-14,D1009226_11_НСН,62,241.372.000510,Патчкорд оптический SM LC/PC-LC/PC (155MM) (1AB215120076),штука,6,0,6,",06",",27",",23",",003726",",022356",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,63,189.372.001525,Блок 11QPA4B-11G Transponder 4x10GE CLNT (3KC49200AA),штука,5,0,5,",38",",34",",13",",016796",",08398",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,64,189.372.001297,"Модуль SLOW EVOA, SFP (1AB156220001)",штука,7,0,7,",03",",06",",14",",000252",",001764",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,65,189.372.000629,Модуль SFP+ DWDM TUNABLE NCHIRP WITH WT (3AL82017AA),штука,7,0,7,",13",",055",",025",",00017875",",00125125",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,66,169.372.001139,МОДУЛЬ SFP+ P1I1-2D1/SR1/10GBASE-LR(W)/10XFC SMF -5/85 (1AB390930013),штука,7,0,7,",06",",02",",015",",000018",",000126",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,67,189.346.000103,Оптический патч-корд DUPL SM LC (SB) 10М (1AB215120083),штука,6,0,6,0,0,0,",0081",",0486",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,68,169.372.000366,Аттенюатор оптический 1ДБ LC/UPC PLUG FM,штука,2,0,2,",02",",15",",2",",0006",",0012",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,69,169.372.000367,Аттенюатор оптический 2ДБ LC/UPC PLUG FM,штука,2,0,2,",02",",15",",2",",0006",",0012",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,70,169.372.000365,Аттенюатор оптический 3ДБ LC/UPC PLUG FM,штука,2,0,2,",02",",15",",2",",0006",",0012",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,71,169.372.000354,Аттенюатор оптический 4ДБ LC/UPC PLUG FM,штука,2,0,2,",02",",15",",2",",0006",",0012",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,72,169.372.001037,Аттенюатор оптический 6ДБ LC/UPC PLUG FM,штука,2,0,2,",06",",04",",01",",000024",",000048",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,73,189.346.000002,Аттенюатор оптический 8дБ LC (1AB371240001),штука,2,0,2,",02",",15",",2",",0006",",0012",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,74,169.372.000353,Аттенюатор оптический 10ДБ LC/PC PLUG FM,штука,2,0,2,0,0,0,",00003025",",0000605",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,75,169.372.000974,Аттенюатор оптический 14дБ LC/UPC PLUG FM (1AB371250005),штука,6,0,6,",01",",17",",22",",000374",",002244",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,76,169.372.000986,Аттенюатор оптический 12дБ LC/UPC PLUG FM (1AB371250004),штука,4,0,4,",24",",1",",1",",0024",",0096",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,77,189.372.001568,Монтажные материалы Alcatel (RU-INSTMATERIALS),штука,3,0,3,",9",",53",",38",",18126",",54378",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,78,214.372.000052,Кабель силовой 1X25mm2 5КЛ ЧЕР_2ИЗ LSZH,штука,180,0,180,",6",",8","1,2",",0012",",216",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,79,214.372.000051,Кабель силовой 1X25mm2 5КЛ СИН_2ИЗ LSZH,штука,180,0,180,",02",",1",",1",",0002",",036",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,80,214.372.000048,Кабель силовой 1X25mm2 5КЛ Ж/З_2ИЗ LSZH,штука,180,0,180,",02",",11",",11",",000242",",04356",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,90,189.372.000864,Панель управления SSY-USER PANEL (8DG59240AAXX),штука,1,0,1,",52",",34",",13",",022984",",022984",К05,14.03.2022
2021-12-09,2021-12-14,D1009226_11_НСН,91,189.346.000207,Мультиплексор полка PSS16 (8DG60273AA**),штука,1,0,1,0,0,0,",0069906",",0069906",К05,14.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,1,189.346.000011,Адаптер 1830 ADAPTER ASSEMBLY,штука,1,0,1,",4",",26",",06",",00624",",00624",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,2,169.372.000353,Аттенюатор оптический 10ДБ LC/PC PLUG FM,штука,18,0,18,0,0,0,",00003025",",0005445",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,3,169.372.000986,Аттенюатор оптический 12дБ LC/UPC PLUG FM (1AB371250004),штука,24,0,24,",24",",1",",1",",0024",",0576",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,4,169.372.000974,Аттенюатор оптический 14дБ LC/UPC PLUG FM (1AB371250005),штука,12,0,12,",01",",17",",22",",000374",",004488",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,5,169.372.000366,Аттенюатор оптический 1ДБ LC/UPC PLUG FM,штука,18,0,18,",02",",15",",2",",0006",",0108",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,6,169.372.000367,Аттенюатор оптический 2ДБ LC/UPC PLUG FM,штука,18,0,18,",02",",15",",2",",0006",",0108",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,7,169.372.000365,Аттенюатор оптический 3ДБ LC/UPC PLUG FM,штука,18,0,18,",02",",15",",2",",0006",",0108",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,8,169.372.000354,Аттенюатор оптический 4ДБ LC/UPC PLUG FM,штука,18,0,18,",02",",15",",2",",0006",",0108",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,9,169.372.001037,Аттенюатор оптический 6ДБ LC/UPC PLUG FM,штука,18,0,18,",06",",04",",01",",000024",",000432",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,10,181.372.000017,"Аттенюатор оптический 8ДБ, LC",штука,18,0,18,",04",",01",",005",",000002",",000036",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,11,320.002.001155,Блок 44 Channel Optical MUX/DEMUX (8DG59248AAXX),штука,1,0,1,",22",",32",",6",",04",",04",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,12,320.002.001047,"Блок 8DC30-DC PWR FLTR (30A)-PSS8 W/ ST, TH",штука,4,0,4,",15",",4",",4",",024",",096",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,13,320.002.001183,"Блок контроллера 8EC2-Equipt PSS8, Temp-Harden (3KC48820AA)",штука,4,0,4,",15",",4",",4",",024",",096",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,14,189.372.001549,Блок мультиплексора NSN PSS8-8UP-USER Panel Temp-Hardened (3KC48840AA),штука,2,0,2,",39",",35",",13",",017745",",03549",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,15,169.372.000746,Выключатель автоматический 32A_1П_ПОСТ.ТОК,штука,4,0,4,,,,",00014",",00056",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,16,217.372.000013,Заглушка MA-FULL SLOT BLANK (8DG59418AAXX),штука,8,0,8,",63",",6",",9",",3402","2,7216",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,17,189.346.000195,Защитная крышка 8CVR-PSS8 FRONT COVER,штука,2,0,2,",15",",55",",5",",04125",",0825",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,18,242.372.000040,Кабель CA-DC POWER CABLE DC 3.6M ANGLED (PSS8) (3KC49822AA),штука,4,0,4,",15",",4",",4",",024",",096",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,19,169.372.001183,Кабель двухпарный экранированный Etsi 1AC043850003,Метр,9,0,9,",099",",099",",0165",",0001617165",",0014554485",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,20,247.372.000021,Кабель симметричный 4Х2Х0.4 100Ом КАТ5e (1AC016760010),Метр,4,0,4,",08",",35",",46",",01288",",05152",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,21,189.346.000199,Комплект PSS8 INST KIT-19IN EIA,штука,2,0,2,",23",",65",",15",",022425",",04485",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,22,189.346.000198,Комплект PSS8 INST KIT-ETSI,штука,2,0,2,",23",",64",",12",",017664",",035328",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,23,189.372.000327,Комплект для установки OMD (8DG59603AAXX),штука,1,0,1,",11",",3",",14",",00462",",00462",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,24,213.372.000003,Коннектор ALU SOCKET LC SM 1AB089570031,штука,1,0,1,",25",",15",",06",",00225",",00225",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,27,189.372.001558,Модуль ALD EVOA SFP (3AL82068AA),штука,12,0,12,",1",",05",",03",",00015",",0018",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,28,320.002.001175,Модуль ALU XFP DWDM Tunable CT 10Гбит/с (3AL81776AA),штука,12,0,12,0,0,0,0,,702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,29,189.372.001567,Модуль XFP I-64.1/10GBE BASE-L (3AL82055AA),штука,12,0,12,",02",",17",",23",",000782",",009384",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,30,189.372.001568,Монтажные материалы Alcatel (RU-INSTMATERIALS),штука,1,0,1,",9",",53",",38",",18126",",18126",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,31,189.346.000103,Оптический патч-корд DUPL SM LC (SB) 10М (1AB215120083),штука,12,0,12,0,0,0,",0081",",0972",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,32,189.372.001546,Патч-корд оптический LC 165мм (1AB215120091),штука,6,0,6,",34",",25",",01",",00085",",0051",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,33,189.372.001561,"Патч-корд оптический LC, 185мм (1AB215120087)",штука,6,0,6,",18",",14",",04",",001008",",006048",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,34,241.372.000217,"Патчкорд оптический DX, SM, LCU-LCU, 3MR (1AB215120056)",штука,13,0,13,",05",",15",",27",",002025",",026325",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,35,241.372.000498,Патчкорд оптический SIMPLEX (3.5M) - ETSI (1AB215120078),штука,35,0,35,",07",",26",",23",",004186",",14651",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,36,189.346.003173,Фильтр статический NSN DWDM 5 channel (SFD5B) (8DG59437ABXX),штука,2,0,2,",4",",001",",3",",00012",",00024",702,17.03.2022
2021-12-14,2021-12-19,D1009226_11_НСН,37,320.002.001182,"Шасси PSS8 SHELF KIT (3KC48900AA) в составе: 1хPSS8, 1х8FAN",штука,2,0,2,0,0,0,0,,702,17.03.2022
2021-08-23,2021-08-27,,2,161.179.000259,Сменный модуль CFP2 XCVR 100G SR10 MMF 150M C-TEMP,штука,2,0,2,",12",",04",",02",",000096",",000192",К05,22.10.2021
2021-08-23,2021-08-27,,3,243.179.000036,Соединительный кабель CFP2-SR10 2М,штука,1,0,1,",3",",2",",01",",0006",",0006",К05,22.10.2021
2021-11-03,2021-11-23,,21,249.053.000259,"Комплект Tellabs 3.1 B/DC (T8603-Bundled-B/DC) в составе: шасси 8603-В, ПО для 8603 FP9.0.LLL SP1 GA, блок вентиляции 8615, блок питания DC -48В для 8615, кабель питания для 8605 DC24/48",штука,15,0,15,",52",",42",",17",",037128",",55692",К05,20.01.2022
2021-11-03,2021-11-23,,22,249.053.000218,Комплект оборудования T8625-Bundled-8.1,штука,1,0,1,",4",",58",",9",",2088",",2088",К05,20.01.2022
2021-11-03,2021-11-23,,23,249.053.000167,Трансивер оптический FO SFP+ XCVR 10G ER SMF 40KM (81.86T-P010GERS-R6),штука,2,0,2,",11",",08",",02",",000176",",000352",К05,20.01.2022
2021-11-03,2021-11-23,,24,249.053.000168,Трансивер оптический FO SFP+ XCVR 10G LR SMF 10KM (81.86T-P010GLRS-R6),штука,34,0,34,",11",",08",",02",",000176",",005984",К05,20.01.2022
2021-11-03,2021-11-23,,25,249.053.000047,Модуль MBH TELL SFP 1000BASE-LX10 Tcvr SMF 10км (81.86Z001GSLX10-R5),штука,402,0,402,",11",",08",",02",",000176",",070752",К05,20.01.2022
2021-11-03,2021-11-23,,33,241.346.004196,"Оптический патч-корд LC/UPC-LC/UPC, 3м",штука,100,0,100,",2",",2",",01",",0004",",04",К05,20.01.2022
2021-11-03,2021-11-23,,34,241.346.003494,Патч-корд оптический LC/UPC-LC/UPC 5м simplex,штука,50,0,50,",12",",12",",02",",000288",",0144",К05,20.01.2022
2021-11-03,2021-11-23,,35,241.346.001511,Шнур оптический LC/UPC-LC/UPC sm 2м duplex,штука,288,0,288,",01",",14",",21",",000294",",084672",К05,20.01.2022
2021-08-20,2021-09-09,,1,169.372.001188,Маршрутизатор NSN SAS-K30 DC bundle Набор 2,штука,33,29,4,",6",",4",",27",",0648","2,1384",107,06.12.2021
2021-08-20,2021-09-09,,10,169.372.000104,Автомат установочный 8A 72VDC,штука,66,0,66,",15",",1",",04",",0006",",0396",107,06.12.2021
2021-08-20,2021-09-09,,11,261.346.002574,Выключатель автоматический 8345 20A,штука,20,0,20,",07",",065",",015",",00006825",",001365",107,06.12.2021
2021-09-02,2021-09-14,,5,249.372.000492,Маршрутизатор SAR-A ТИП 2 (30MTS7976AA),штука,1,0,1,",7",",18",",35",",0441",",0441",304,08.12.2021
2021-09-02,2021-09-14,,6,249.372.000492,Маршрутизатор SAR-A ТИП 2 (30MTS7976AA),штука,1,0,1,",7",",18",",35",",0441",",0441",304,08.12.2021
2021-09-02,2021-09-14,,26,169.372.001177,Комплект для модернизации мультиплексора Alcatel 7750 SR-7 Bundle mod1 набор 101,штука,1,0,1,"1,2",",8","1,14","1,0944","1,0944",304,08.12.2021
2021-11-25,2021-12-03,,1,169.372.001191,Маршрутизатор NSN 7250IXR e24SFP 24х10GE+8х10GE (FIX7DC),штука,6,0,6,",6",",4",",27",",0648",",3888",304,24.12.2021
2021-11-25,2021-12-03,,2,204.346.002970,"Комплект шасси 7250 IXR-e, не резерв. 14х10GE, 4-х медный GE (18MTS14783AA) в составе:",штука,2,0,2,",64",",6",",19",,,304,24.12.2021
2021-11-25,2021-12-03,,3,204.346.002970,"Комплект шасси 7250 IXR-e, не резерв. 14х10GE, 4-х медный GE (18MTS14783AA) в составе:",штука,2,0,2,",64",",6",",19",,,304,24.12.2021
2021-11-25,2021-12-03,,5,204.346.002970,"Комплект шасси 7250 IXR-e, не резерв. 14х10GE, 4-х медный GE (18MTS14783AA) в составе:",штука,1,0,1,",64",",6",",19",,,304,24.12.2021
2021-11-25,2021-12-03,,6,204.346.002970,"Комплект шасси 7250 IXR-e, не резерв. 14х10GE, 4-х медный GE (18MTS14783AA) в составе:",штука,3,0,3,",64",",6",",19",,,304,24.12.2021
2021-11-25,2021-12-03,,7,249.346.000172,Маршрутизатор 7210 SAS-Mxp ТИП 3,штука,4,2,2,",6",",4",",27",",0648",",2592",304,24.12.2021
2021-11-25,2021-12-03,,8,249.346.000172,Маршрутизатор 7210 SAS-Mxp ТИП 3,штука,6,0,6,",6",",4",",27",",0648",",3888",304,24.12.2021
2021-11-25,2021-12-03,,9,249.346.000172,Маршрутизатор 7210 SAS-Mxp ТИП 3,штука,4,0,4,",6",",4",",27",",0648",",2592",304,24.12.2021
2021-11-25,2021-12-03,,10,204.346.002958,"Комплект шасси 7250 - IXR-e, 14x1/10GE (3HE14783AA) в составе:",штука,1,0,1,",64",",6",",19",",07296",",07296",304,24.12.2021
2021-11-25,2021-12-03,,11,204.346.002958,"Комплект шасси 7250 - IXR-e, 14x1/10GE (3HE14783AA) в составе:",штука,5,0,5,",64",",6",",19",",07296",",3648",304,24.12.2021
2021-11-25,2021-12-03,,12,204.346.002958,"Комплект шасси 7250 - IXR-e, 14x1/10GE (3HE14783AA) в составе:",штука,1,0,1,",64",",6",",19",",07296",",07296",304,24.12.2021
2021-11-25,2021-12-03,,13,249.372.000492,Маршрутизатор SAR-A ТИП 2 (30MTS7976AA),штука,1,0,1,",7",",18",",35",",0441",",0441",304,24.12.2021
2021-11-25,2021-12-03,,14,204.346.002958,"Комплект шасси 7250 - IXR-e, 14x1/10GE (3HE14783AA) в составе:",штука,5,0,5,",64",",6",",19",",07296",",3648",304,24.12.2021
2021-11-25,2021-12-03,,15,204.346.002958,"Комплект шасси 7250 - IXR-e, 14x1/10GE (3HE14783AA) в составе:",штука,1,0,1,",64",",6",",19",",07296",",07296",304,24.12.2021
2021-12-09,2021-12-13,,1,204.346.002971,"Комплект шасси 7250 - IXR-e, 24x1/10GE, 8xSFP28 (25G), 2xQSFP28 (3HE14782AA)",штука,16,0,16,",64",",6",",19",",07296","1,16736",107,
2021-12-09,2021-12-13,,2,204.346.002971,"Комплект шасси 7250 - IXR-e, 24x1/10GE, 8xSFP28 (25G), 2xQSFP28 (3HE14782AA)",штука,4,0,4,",64",",6",",19",",07296",",29184",107,
2021-12-09,2021-12-13,,3,204.346.002971,"Комплект шасси 7250 - IXR-e, 24x1/10GE, 8xSFP28 (25G), 2xQSFP28 (3HE14782AA)",штука,29,0,29,",64",",6",",19",",07296","2,11584",107,
2021-12-09,2021-12-13,,4,204.346.002971,"Комплект шасси 7250 - IXR-e, 24x1/10GE, 8xSFP28 (25G), 2xQSFP28 (3HE14782AA)",штука,4,0,4,",64",",6",",19",",07296",",29184",107,
2021-12-09,2021-12-13,,5,204.346.002971,"Комплект шасси 7250 - IXR-e, 24x1/10GE, 8xSFP28 (25G), 2xQSFP28 (3HE14782AA)",штука,15,0,15,",64",",6",",19",",07296","1,0944",107,
2021-12-09,2021-12-13,,6,204.346.002971,"Комплект шасси 7250 - IXR-e, 24x1/10GE, 8xSFP28 (25G), 2xQSFP28 (3HE14782AA)",штука,6,0,6,",64",",6",",19",",07296",",43776",107,
2021-12-09,2021-12-13,,7,204.346.002971,"Комплект шасси 7250 - IXR-e, 24x1/10GE, 8xSFP28 (25G), 2xQSFP28 (3HE14782AA)",штука,9,0,9,",64",",6",",19",",07296",",65664",107,
2021-12-09,2021-12-13,,8,204.346.002971,"Комплект шасси 7250 - IXR-e, 24x1/10GE, 8xSFP28 (25G), 2xQSFP28 (3HE14782AA)",штука,1,0,1,",64",",6",",19",",07296",",07296",107,
2021-12-09,2021-12-13,,9,204.346.002971,"Комплект шасси 7250 - IXR-e, 24x1/10GE, 8xSFP28 (25G), 2xQSFP28 (3HE14782AA)",штука,3,0,3,",64",",6",",19",",07296",",21888",107,
2021-12-09,2021-12-13,,10,169.372.000798,Модуль SFP-GIGE TX SFP МЕДНЫЙ RJ45,штука,48,0,48,",11",",08",",02",",000165",",00792",107,
2021-12-09,2021-12-13,,11,169.372.000798,Модуль SFP-GIGE TX SFP МЕДНЫЙ RJ45,штука,12,0,12,",11",",08",",02",",000165",",00198",107,
2021-12-09,2021-12-13,,12,169.372.000798,Модуль SFP-GIGE TX SFP МЕДНЫЙ RJ45,штука,84,0,84,",11",",08",",02",",000165",",01386",107,
2021-12-09,2021-12-13,,13,169.372.000798,Модуль SFP-GIGE TX SFP МЕДНЫЙ RJ45,штука,12,0,12,",11",",08",",02",",000165",",00198",107,
2021-12-09,2021-12-13,,14,169.372.000798,Модуль SFP-GIGE TX SFP МЕДНЫЙ RJ45,штука,45,0,45,",11",",08",",02",",000165",",007425",107,
2021-12-09,2021-12-13,,15,169.372.000798,Модуль SFP-GIGE TX SFP МЕДНЫЙ RJ45,штука,18,0,18,",11",",08",",02",",000165",",00297",107,
2021-12-09,2021-12-13,,16,169.372.000798,Модуль SFP-GIGE TX SFP МЕДНЫЙ RJ45,штука,27,0,27,",11",",08",",02",",000165",",004455",107,
2021-12-09,2021-12-13,,17,169.372.000798,Модуль SFP-GIGE TX SFP МЕДНЫЙ RJ45,штука,3,0,3,",11",",08",",02",",000165",",000495",107,
2021-12-09,2021-12-13,,18,169.372.000798,Модуль SFP-GIGE TX SFP МЕДНЫЙ RJ45,штука,9,0,9,",11",",08",",02",",000165",",001485",107,
2021-12-09,2021-12-13,,19,169.372.000420,Модуль ОПТИЧ.SFP-GIGE LX-LC ROHS 6/6 DDM,штука,96,0,96,",15",",06",",03",",00027",",02592",107,
2021-12-09,2021-12-13,,20,169.372.000420,Модуль ОПТИЧ.SFP-GIGE LX-LC ROHS 6/6 DDM,штука,24,0,24,",15",",06",",03",",00027",",00648",107,
2021-12-09,2021-12-13,,21,169.372.000420,Модуль ОПТИЧ.SFP-GIGE LX-LC ROHS 6/6 DDM,штука,168,0,168,",15",",06",",03",",00027",",04536",107,
