№ Площадки,Регион,Площадка,Тип БС,Диапазон,"Дата ТЭ 
(ЧЧ.ММ.ГГ)","Год 
плана",exМР
PL_78_6482,С.-Петербург и Ленинградская область,CS,БС,LTE-1800,2021-06-01,2021,МР Северо-Запад
PL_72_001,Тюменская область,CS,БС,LTE-2600,2021-04-13,2021,МР Урал
PL_72_001,Тюменская область,CS,БС,LTE-2600-TDD,2021-04-13,2021,МР Урал
PL_72_00263,Тюменская область,CS,БС,LTE-2600-TDD,2021-07-30,2021,МР Урал
PL_72_004,Тюменская область,CS,БС,LTE-2600-TDD,2021-06-30,2021,МР Урал
PL_72_00754,Тюменская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Урал
PL_72_00755,Тюменская область,CS,БС,LTE-2600,2021-05-13,2021,МР Урал
PL_72_00755,Тюменская область,CS,БС,LTE-2600-TDD,2021-05-13,2021,МР Урал
PL_72_00759,Тюменская область,CS,БС,LTE-2600-TDD,2021-04-30,2021,МР Урал
PL_72_00844,Тюменская область,CS,БС,LTE-2600-TDD,2021-03-21,2021,МР Урал
PL_72_00852,Тюменская область,CS,БС,LTE-2600-TDD,2021-03-12,2021,МР Урал
PL_72_00857,Тюменская область,CS,БС,LTE-2600-TDD,2021-09-18,2021,МР Урал
PL_72_00878,Тюменская область,GF,БС,GSM-900,2021-05-15,2021,МР Урал
PL_72_00878,Тюменская область,GF,БС,LTE-1800,2021-05-15,2021,МР Урал
PL_72_00878,Тюменская область,GF,БС,NI-1800,2021-05-15,2021,МР Урал
PL_72_00888,Тюменская область,CS,БС,NI-1800,2021-12-31,2021,МР Урал
PL_72_00894,Тюменская область,GF,БС,GSM-900,2021-02-20,2021,МР Урал
PL_72_00894,Тюменская область,GF,БС,UMTS-2100,2021-02-20,2021,МР Урал
PL_72_00894,Тюменская область,GF,БС,LTE-1800,2021-02-20,2021,МР Урал
PL_72_00894,Тюменская область,GF,БС,NI-1800,2021-02-20,2021,МР Урал
PL_72_00894,Тюменская область,GF,БС,LTE-2600,2021-02-20,2021,МР Урал
PL_72_012,Тюменская область,CS,БС,LTE-1800,2021-12-10,2021,МР Урал
PL_72_012,Тюменская область,CS,БС,NI-1800,2021-12-10,2021,МР Урал
PL_72_032,Тюменская область,CS,БС,NI-1800,2021-03-27,2021,МР Урал
PL_72_032,Тюменская область,CS,БС,LTE-1800,2021-03-27,2021,МР Урал
PL_72_035,Тюменская область,CS,БС,LTE-2600,2021-05-30,2021,МР Урал
PL_72_039,Тюменская область,CS,БС,NI-1800,2021-04-21,2021,МР Урал
PL_72_039,Тюменская область,CS,БС,LTE-1800,2021-04-21,2021,МР Урал
PL_72_065,Тюменская область,CS,БС,NI-1800,2021-06-30,2021,МР Урал
PL_72_065,Тюменская область,CS,БС,LTE-1800,2021-06-30,2021,МР Урал
PL_72_178,Тюменская область,CS,БС,NI-1800,2021-02-08,2021,МР Урал
PL_72_186,Тюменская область,CS,БС,NI-1800,2021-05-30,2021,МР Урал
PL_72_186,Тюменская область,CS,БС,LTE-1800,2021-05-30,2021,МР Урал
PL_72_199,Тюменская область,CS,БС,NI-1800,2021-08-16,2021,МР Урал
PL_72_199,Тюменская область,CS,БС,LTE-1800,2021-08-16,2021,МР Урал
PL_72_227,Тюменская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Урал
PL_72_256,Тюменская область,CS,БС,LTE-2600,2021-09-01,2021,МР Урал
PL_72_280,Тюменская область,CS,БС,LTE-2600-TDD,2021-04-18,2021,МР Урал
PL_72_324,Тюменская область,CS,БС,LTE-2600-TDD,2021-03-20,2021,МР Урал
PL_72_341,Тюменская область,CS,БС,LTE-2600-TDD,2021-10-29,2021,МР Урал
PL_72_344,Тюменская область,CS,БС,LTE-2600-TDD,2021-03-14,2021,МР Урал
PL_72_421,Тюменская область,CS,БС,LTE-2600,2021-04-15,2021,МР Урал
PL_72_421,Тюменская область,CS,БС,LTE-2600-TDD,2021-04-19,2021,МР Урал
PL_72_423,Тюменская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Урал
PL_72_456,Тюменская область,CS,БС,NI-1800,2021-07-16,2021,МР Урал
PL_72_456,Тюменская область,CS,БС,LTE-1800,2021-07-16,2021,МР Урал
PL_72_494,Тюменская область,CS,БС,NI-1800,2021-05-30,2021,МР Урал
PL_72_494,Тюменская область,CS,БС,LTE-1800,2021-05-30,2021,МР Урал
PL_72_548,Тюменская область,CS,БС,LTE-2600,2021-08-30,2021,МР Урал
PL_72_551,Тюменская область,CS,БС,LTE-2600,2021-05-20,2021,МР Урал
PL_72_551,Тюменская область,CS,БС,LTE-2600-TDD,2021-05-20,2021,МР Урал
PL_72_560,Тюменская область,CS,БС,NI-1800,2021-12-31,2021,МР Урал
PL_72_561,Тюменская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Урал
PL_72_564,Тюменская область,CS,БС,LTE-2600,2021-02-08,2021,МР Урал
PL_72_564,Тюменская область,CS,БС,LTE-2600-TDD,2021-02-08,2021,МР Урал
PL_72_644,Тюменская область,CS,БС,NI-1800,2021-03-30,2021,МР Урал
PL_72_644,Тюменская область,CS,БС,LTE-1800,2021-03-30,2021,МР Урал
PL_72_649,Тюменская область,CS,БС,LTE-2600-TDD,2021-04-25,2021,МР Урал
PL_72_658,Тюменская область,CS,БС,LTE-1800,2021-07-15,2021,МР Урал
PL_72_658,Тюменская область,CS,БС,NI-1800,2021-07-15,2021,МР Урал
PL_72_684,Тюменская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Урал
PL_86_00376,Ханты-Мансийский АО,GF,БС,UMTS-2100,2021-09-30,2021,МР Урал
PL_86_00378,Ханты-Мансийский АО,GF,БС,LTE-1800,2021-10-19,2021,МР Урал
PL_86_00378,Ханты-Мансийский АО,GF,БС,NI-1800,2021-10-19,2021,МР Урал
PL_86_00380,Ханты-Мансийский АО,GF,БС,LTE-800,2021-02-16,2021,МР Урал
PL_86_00380,Ханты-Мансийский АО,GF,БС,LTE-1800,2021-02-16,2021,МР Урал
PL_86_00380,Ханты-Мансийский АО,GF,БС,NI-1800,2021-02-16,2021,МР Урал
PL_86_00381,Ханты-Мансийский АО,GF,БС,LTE-1800,2021-10-24,2021,МР Урал
PL_86_00381,Ханты-Мансийский АО,GF,БС,LTE-2100,2021-10-24,2021,МР Урал
PL_86_00381,Ханты-Мансийский АО,GF,БС,LTE-2600,2021-10-24,2021,МР Урал
PL_86_00381,Ханты-Мансийский АО,GF,БС,LTE-2600-TDD,2021-10-24,2021,МР Урал
PL_86_00381,Ханты-Мансийский АО,GF,БС,NI-1800,2021-10-24,2021,МР Урал
PL_86_00382,Ханты-Мансийский АО,GF,БС,LTE-1800,2021-08-04,2021,МР Урал
PL_86_00382,Ханты-Мансийский АО,GF,БС,LTE-2100,2021-08-04,2021,МР Урал
PL_86_00382,Ханты-Мансийский АО,GF,БС,LTE-2600,2021-08-04,2021,МР Урал
PL_86_00382,Ханты-Мансийский АО,GF,БС,LTE-2600-TDD,2021-08-04,2021,МР Урал
PL_86_00382,Ханты-Мансийский АО,GF,БС,NI-1800,2021-08-04,2021,МР Урал
PL_86_00385,Ханты-Мансийский АО,GF,БС,LTE-1800,2021-02-09,2021,МР Урал
PL_86_00385,Ханты-Мансийский АО,GF,БС,LTE-2100,2021-02-09,2021,МР Урал
PL_86_00385,Ханты-Мансийский АО,GF,БС,NI-1800,2021-02-09,2021,МР Урал
PL_86_005,Ханты-Мансийский АО,CS,БС,NI-1800,2021-07-27,2021,МР Урал
PL_86_005,Ханты-Мансийский АО,CS,БС,LTE-1800,2021-07-27,2021,МР Урал
PL_86_00504,Ханты-Мансийский АО,CS,БС,LTE-2100,2021-03-17,2021,МР Урал
PL_86_00601,Ханты-Мансийский АО,CS,БС,NI-1800,2021-12-31,2021,МР Урал
PL_86_00704,Ханты-Мансийский АО,CS,БС,NI-1800,2021-12-31,2021,МР Урал
PL_86_00759,Ханты-Мансийский АО,CS,БС,NI-1800,2021-12-31,2021,МР Урал
PL_86_00805,Ханты-Мансийский АО,CS,БС,NI-1800,2021-12-31,2021,МР Урал
PL_86_00809,Ханты-Мансийский АО,CS,БС,LTE-2100,2021-06-01,2021,МР Урал
PL_86_009,Ханты-Мансийский АО,CS,БС,LTE-2100,2021-03-04,2021,МР Урал
PL_86_00376,Ханты-Мансийский АО,GF,БС,LTE-1800,2021-09-30,2021,МР Урал
PL_86_00376,Ханты-Мансийский АО,GF,БС,LTE-2600,2021-09-30,2021,МР Урал
PL_86_00376,Ханты-Мансийский АО,GF,БС,NI-1800,2021-09-30,2021,МР Урал
PL_86_01022,Ханты-Мансийский АО,CS,БС,LTE-2100,2021-03-20,2021,МР Урал
PL_86_01026,Ханты-Мансийский АО,CS,БС,NI-1800,2021-03-31,2021,МР Урал
PL_86_01026,Ханты-Мансийский АО,CS,БС,LTE-1800,2021-03-31,2021,МР Урал
PL_86_01046,Ханты-Мансийский АО,CS ID,БС,NI-1800,2021-03-20,2021,МР Урал
PL_86_01048,Ханты-Мансийский АО,CS,БС,LTE-2100,2021-03-27,2021,МР Урал
PL_86_01056,Ханты-Мансийский АО,GF,БС,UMTS-2100,2021-08-07,2021,МР Урал
PL_86_01056,Ханты-Мансийский АО,GF,БС,LTE-2100,2021-08-07,2021,МР Урал
PL_86_01058,Ханты-Мансийский АО,GF,БС,GSM-900,2021-04-03,2021,МР Урал
PL_86_01058,Ханты-Мансийский АО,GF,БС,LTE-1800,2021-04-03,2021,МР Урал
PL_86_01058,Ханты-Мансийский АО,GF,БС,NI-1800,2021-04-03,2021,МР Урал
PL_86_01062,Ханты-Мансийский АО,GF,БС,GSM-900,2021-06-10,2021,МР Урал
PL_86_01062,Ханты-Мансийский АО,GF,БС,LTE-1800,2021-06-10,2021,МР Урал
PL_86_01062,Ханты-Мансийский АО,GF,БС,NI-1800,2021-06-10,2021,МР Урал
PL_86_01064,Ханты-Мансийский АО,GF,БС,GSM-900,2021-10-01,2021,МР Урал
PL_86_01064,Ханты-Мансийский АО,GF,БС,LTE-1800,2021-10-01,2021,МР Урал
PL_86_01064,Ханты-Мансийский АО,GF,БС,NI-1800,2021-10-01,2021,МР Урал
PL_86_00108,Ханты-Мансийский АО,CS,БС,LTE-2100,2021-04-11,2021,МР Урал
PL_86_02008,Ханты-Мансийский АО,CS,БС,NI-1800,2021-12-31,2021,МР Урал
PL_86_029,Ханты-Мансийский АО,CS,БС,LTE-2100,2021-03-25,2021,МР Урал
PL_86_03025,Ханты-Мансийский АО,CS,БС,NI-1800,2021-12-31,2021,МР Урал
PL_86_00304,Ханты-Мансийский АО,CS,БС,LTE-2100,2021-03-16,2021,МР Урал
PL_86_03040,Ханты-Мансийский АО,GF,БС,GSM-900,2021-05-30,2021,МР Урал
PL_86_03040,Ханты-Мансийский АО,GF,БС,LTE-1800,2021-05-30,2021,МР Урал
PL_86_03040,Ханты-Мансийский АО,GF,БС,NI-1800,2021-05-30,2021,МР Урал
PL_86_03041,Ханты-Мансийский АО,GF,БС,UMTS-2100,2021-07-21,2021,МР Урал
PL_86_03041,Ханты-Мансийский АО,GF,БС,LTE-2100,2021-07-21,2021,МР Урал
PL_86_039,Ханты-Мансийский АО,CS,БС,LTE-2100,2021-06-09,2021,МР Урал
PL_86_00408,Ханты-Мансийский АО,CS,БС,LTE-2100,2021-03-14,2021,МР Урал
