Номер строки в заказе/релизе,Код позиции ЕНС,Наименование позиции ЕНС,Единица измерения,Заказанное количество,Полученное количество,В пути,Длина,Ширина,Высота,Объём,Общий объём,Организация-получатель,Дата исполнения заказа/договора,Группа,Наименовнание группы,БС,Месяц,Год
30.0,189.372.001586,Комплект ALD ETSI/ANSI POWER CABLE KIT (3TD10099AA) в составе:,штука,6.0,0.0,6.0,",1",",1",",1",,,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
31.0,189.372.001595,"Комплект монтажный ALD МЕХ ETSI SHELF KIT (MECHA) PSS-12X (3TD10147AA) в составе: 1AD002920002-16шт, 1AD089650001-16шт, 3TD10175AAAA-1шт",Комплект,6.0,0.0,6.0,",1",",1",",1",",001",0.006,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
32.0,189.372.001572,Полка ALD PSS12X SHELF KIT PSS-12X (OTN) (3TD00664AA),штука,7.0,0.0,7.0,1,1,1,,,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
33.0,189.372.001573,Плата ALD XCEC12 Clock and Equip Control PSS-12X (3TD00555AA),штука,13.0,0.0,13.0,",2",",2",",2",,,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
34.0,189.372.001593,Воздуховод направленный ALD ETSI RACK TOP BAFFLE (3TD10180AA),штука,6.0,0.0,6.0,",1",",1",",1",,,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
35.0,189.372.001594,Разделитель слотов ALD PSS-12X SLOT DIVIDER TOOL (3TD00528AA),штука,6.0,0.0,6.0,",1",",1",",1",",001",0.006,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
36.0,189.372.001607,Фильтр воздушный DUST FILTER SPARE PART PSS-12X (3TD00742AA),штука,2.0,0.0,2.0,",5",",5",",5",",125",0.25,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
37.0,189.372.001608,Заглушка XTIC-Blank (3TD00124AB),штука,6.0,0.0,6.0,",5",",5",",5",",125",0.75,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
38.0,189.372.001587,Заглушка ALD IOC-BLANK (3TD00123AA),штука,138.0,0.0,138.0,",1",",1",",1",,,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
39.0,189.372.001574,Плата ALD XST4T8 4.8T OTN SWITCH FABRIC (3TD00483AA),штука,19.0,0.0,19.0,",2",",2",",2",",008",0.152,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
40.0,189.372.001577,Блок оптического мультиплексора ALD 2UX200 2х100G/1х200G COHERENT UPLINK (3TD00493AA),штука,11.0,0.0,11.0,",2",",2",",2",,,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
41.0,189.372.001578,Модуль ALD CFP4-ACO 100G/200G COHERENT PLUGGABLE (3AL82155AA),штука,11.0,0.0,11.0,",1",",1",",1",,,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
42.0,189.372.001576,Блок оптического мультиплексора ALD 20AX200 20х10G CLIENT/UPLINK (3TD00026AA),штука,7.0,0.0,7.0,",2",",2",",2",,,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
43.0,169.372.001139,МОДУЛЬ SFP+ P1I1-2D1/SR1/10GBASE-LR(W)/10XFC SMF -5/85 (1AB390930013),штука,55.0,0.0,55.0,",02",",05",",05",",00005",0.00275,101,14.02.2021,169.0,Мультиплексоры,0,2.0,2021.0
44.0,189.372.001609,Блок мультиплексора 20MX80 20х10/SUB 10G Client (3TD00019AA),штука,3.0,0.0,3.0,",5",",5",",5",",125",0.375,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
45.0,169.372.000883,Модуль SFP S-16.1 ANY RATE -40/+85 (1AB376370005),штука,3.0,0.0,3.0,",01",",01",",09",",000009",2.7e-05,101,14.02.2021,169.0,Мультиплексоры,0,2.0,2021.0
46.0,189.372.001568,Монтажные материалы Alcatel (RU-INSTMATERIALS),штука,3.0,0.0,3.0,",9",",53",",38",",18126",0.54378,101,14.02.2021,189.0,Мультиплексоры,0,2.0,2021.0
52.0,204.346.001233,Выключатель автоматический 8345_60A,штука,36.0,0.0,36.0,",07",",065",",02",",000091",0.003276,101,14.02.2021,204.0,Мультиплексоры,0,2.0,2021.0
1.0,440.440.009498,"Патч-корд Bion BNPP12-1M UTP, категория 5е, 1м, цвет серый",штука,1000.0,0.0,1000.0,",17",",12",",01",",000204",0.204,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
2.0,440.440.009435,"Патч-корд UTP категория 5e, 3м.",штука,500.0,0.0,500.0,",19",",13",",015",",0003705",0.18525,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
3.0,440.440.010320,"Кабель Bion BXP-CC-DP-HDMI-018 DisplayPort-HDMI, 20M/19M, экранированный, 1.8м, черный",штука,100.0,0.0,100.0,",1",",1",",021",",00021",0.021,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
4.0,440.440.010323,Кабель Telecom TA668-1.8M DP-DVI M/M 1.8м,штука,50.0,0.0,50.0,",15",",15",",02",",00045",0.0225,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
5.0,440.440.006060,Адаптер HP Smart 65W Travel AC (AU155AA#XXX),штука,50.0,0.0,50.0,",19",",13",",045",",0011115",0.055575,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
6.0,440.440.010246,"Батарея аккумуляторная Dell 451-BBZP для Latitude (5280, 5290, 5480, 5490, 5580, 5590) 3-cell",штука,20.0,0.0,20.0,",24",",16",",05",",00192",0.0384,К04,01.03.2021,440.0,Группы вне проекта,0,3.0,2021.0
7.0,440.440.009808,"Колонки Sven SPS-604 2.0, 4Вт",штука,10.0,0.0,10.0,",21",",13",",18",",004914",0.04914,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
8.0,490.491.000353,Многопортовый цифровой AV-адаптер USB-C (HDMI),штука,10.0,0.0,10.0,",165",",1",",02",",00033",0.0033,К04,29.01.2021,490.0,Группы вне проекта,0,1.0,2021.0
9.0,440.440.010200,"Кабель удлинитель 5Bites USB 3.0, AM/AF, 3м (UC3011-030F)",штука,10.0,0.0,10.0,",2",",16",",015",",00048",0.0048,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
10.0,440.440.004407,"""Док.станция Zalman Dual HDD Docking Station(для внешнего подключения 2x2.5/3.5""""SATA HDD, eSATA&USB2.0, 2xUSB2.0, CR)""",штука,10.0,0.0,10.0,",17",",13",",13",",002873",0.02873,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
11.0,700.749.007499,Инструмент для зачистки витой пары Talon Tool HT-S501A,штука,10.0,0.0,10.0,",22",",05",",025",",000275",0.00275,К04,29.01.2021,700.0,Группы вне проекта,0,1.0,2021.0
12.0,440.440.009717,Адаптер Dell Mini DisplayPort - HDMI Mini DisplayPort - HDMI (470-13629),штука,5.0,0.0,5.0,",18",",09",",04",",000648",0.00324,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
13.0,440.440.010407,"Переходник (разветвитель) питания SATA-устройств 1SATA, 0.15м (M - 2SATA-F)",штука,30.0,0.0,30.0,,,,,,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
14.0,440.440.010405,Модуль памяти Crucial Micron DDR4 16Гб (CT16G4DFD824A),штука,20.0,0.0,20.0,,,,,,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
15.0,440.440.010408,Переходник (разветвитель) питания SATA-устройств 0.15м (1big - 2SATA-F),штука,10.0,0.0,10.0,,,,,,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
16.0,440.440.010406,"Колонки Sven SPS-750 2.0, 50Вт, МДФ, 40-25000Гц",штука,10.0,0.0,10.0,,,,,,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
17.0,440.440.010409,Кабель-переходник mini DisplayPort-M-DisplayPort-M 1.8м,штука,5.0,0.0,5.0,,,,,,К04,29.01.2021,440.0,Группы вне проекта,0,1.0,2021.0
1.0,455.469.006597,"Инжектор Intracom PoE POE-ID-AC внутренный 110..240В AC, 50..60Гц, AC power cable",штука,10.0,0.0,10.0,",15",",1",",1",,,702,22.03.2021,455.0,Группы вне проекта,0,3.0,2021.0
1.0,144.269.000102,Крепление для монтажа модулей Flexi на трубостойке FPKC (472821A) FPKC Flexi Pole Kit,штука,500.0,0.0,500.0,",47",",15",",1",",00705",3.525,101,,144.0,БС,нет,1.0,1900.0
1.0,249.372.000464,Маршрутизатор SAR-M ТИП 2,штука,8.0,0.0,8.0,",4",",8",",6",",192",1.536,304,14.03.2021,249.0,Мультиплексоры,0,3.0,2021.0
1.0,169.372.000420,Модуль ОПТИЧ.SFP-GIGE LX-LC ROHS 6/6 DDM,штука,10.0,0.0,10.0,",13",",06",",025",",000195",0.00195,101,22.12.2020,169.0,Мультиплексоры,0,12.0,2020.0
3.0,249.372.000271,Модуль SFP+ 10GE LR - LC ROHS6/6 0/70C,штука,6.0,0.0,6.0,",125",",06",",028",",00021",0.00126,101,14.03.2021,249.0,Мультиплексоры,0,3.0,2021.0
1.0,204.346.001815,Модуль SFP+10GE BX10-D-LC ROHS6/6 0/70C,штука,15.0,0.0,15.0,",13",",06",",03",",000234",0.00351,304,12.03.2021,204.0,Мультиплексоры,0,3.0,2021.0
2.0,204.346.001816,Модуль SFP+10GE BX10-LC ROHS6/6 0/70C,штука,15.0,0.0,15.0,",13",",06",",09",",000702",0.01053,304,12.03.2021,204.0,Мультиплексоры,0,3.0,2021.0
3.0,249.372.000503,"Мультиплексор NSN Bundle FIX6 МТС IXR-e 24x1/10GE, AC, Набор1005в составе:",штука,8.0,0.0,8.0,",6",",4",",27",",0648",0.5184,304,12.03.2021,249.0,Мультиплексоры,0,3.0,2021.0
1.0,249.346.000172,Маршрутизатор 7210 SAS-Mxp ТИП 3,штука,1.0,0.0,1.0,",6",",4",",27",",0648",0.0648,304,19.03.2021,249.0,Мультиплексоры,0,3.0,2021.0
2.0,249.372.000271,Модуль SFP+ 10GE LR - LC ROHS6/6 0/70C,штука,2.0,0.0,2.0,",125",",06",",028",",00021",0.00042,304,19.03.2021,249.0,Мультиплексоры,0,3.0,2021.0
3.0,204.346.001816,Модуль SFP+10GE BX10-LC ROHS6/6 0/70C,штука,2.0,0.0,2.0,",13",",06",",09",",000702",0.001404,304,19.03.2021,204.0,Мультиплексоры,0,3.0,2021.0
4.0,204.346.001815,Модуль SFP+10GE BX10-D-LC ROHS6/6 0/70C,штука,2.0,0.0,2.0,",13",",06",",03",",000234",0.000468,304,19.03.2021,204.0,Мультиплексоры,0,3.0,2021.0
5.0,169.372.001175,Модуль SFP-GE Base-T RJ45 R6/6 DDM (3HE11904AA),штука,2.0,0.0,2.0,",12",",06",",03",",000216",0.000432,304,19.03.2021,169.0,Мультиплексоры,0,3.0,2021.0
6.0,249.372.000172,Модуль MBH ALU SFP - GIGE LX - LC ROHS 6/6 DDM -40/85C (3HE00028CA),штука,14.0,0.0,14.0,",11",",07",",02",",000154",0.002156,304,19.03.2021,249.0,Мультиплексоры,0,3.0,2021.0
8.0,241.372.000212,"Оптический патчкорд, SIM, SM, SCU-LCU, 4MR",штука,2.0,0.0,2.0,",21",",21",",01",",000441",0.000882,304,19.03.2021,241.0,Кабель для БС,0,3.0,2021.0
9.0,243.372.000108,"Оптический патчкорд, SIM, SM, LCU-LCU, 5MR",штука,4.0,0.0,4.0,",1",",1",",01",",0001",0.0004,304,19.03.2021,243.0,АФУ,0,3.0,2021.0
10.0,214.372.000016,Кабель ETH_5e_UTP_STR_RJ45_GY_bt_6 M,штука,2.0,0.0,2.0,",15",",15",",03",",000675",0.00135,304,19.03.2021,214.0,Группы вне проекта,0,3.0,2021.0
11.0,185.252.000073,Типовой монтажный Комплект ДЛЯ 7210SAS,штука,1.0,0.0,1.0,",3",",1",",1",",003",0.003,304,19.03.2021,185.0,Группы вне проекта,0,3.0,2021.0
2.0,219.346.000366,"Модуль выпрямительно-инверторный Eltek Rectiverter RI 230/1500 48/1200 230В AC, 1.5кВА, 48В DC, 1.2кВт",штука,3.0,0.0,3.0,,,,,,702,11.03.2021,219.0,ЭПУ,0,3.0,2021.0
4.0,219.123.000097,"Система электропитания Eltek Rectiverter 230В, 6кВА, 48В, 4.8кВт, 19"" (CTOR0402.001)",штука,1.0,0.0,1.0,",6",",5",",2",,,702,11.03.2021,219.0,ЭПУ,0,3.0,2021.0
5.0,149.123.000008,Модуль выпрямительный HE FlatPack 2 2000W 48V (241115.105),штука,3.0,0.0,3.0,",33",",11",",04",",001452",0.004356,702,11.03.2021,149.0,ЭПУ,0,3.0,2021.0
1.0,238.082.000002,Коаксиальный кабель типа RG11 (для внутренней прокладки),Метр,6405.0,0.0,6405.0,",45214",",1",",01",",00045214",2.8959567,304,,238.0,АФУ,0,1.0,1900.0
2.0,238.082.000002,Коаксиальный кабель типа RG11 (для внутренней прокладки),Метр,1000.0,0.0,1000.0,",45214",",1",",01",",00045214",0.45214,304,,238.0,АФУ,0,1.0,1900.0
3.0,238.082.000002,Коаксиальный кабель типа RG11 (для внутренней прокладки),Метр,6015.0,0.0,6015.0,",45214",",1",",01",",00045214",2.7196221,304,,238.0,АФУ,0,1.0,1900.0
4.0,238.082.000001,"Коаксиальный кабель типа RG11 (для внешней прокладки, с троссом)",Метр,3355.0,0.0,3355.0,",0363",",1",",1",",000363",1.217865,304,,238.0,АФУ,0,1.0,1900.0
1.0,145.502.000039,Антенна Телеконта TK12-506R,штука,6.0,0.0,6.0,",24",",4","1,2",",1152",0.6912,К04,10.12.2020,145.0,Антенны БТС,0,12.0,2020.0
2.0,145.502.000039,Антенна Телеконта TK12-506R,штука,3.0,0.0,3.0,",24",",4","1,2",",1152",0.3456,К04,10.12.2020,145.0,Антенны БТС,0,12.0,2020.0
1.0,145.502.000062,Антенна Телеконта TK12-536R,штука,4.0,0.0,4.0,",25",",4",",93",",093",0.372,К04,21.01.2021,145.0,Антенны БТС,0,1.0,2021.0
2.0,145.502.000062,Антенна Телеконта TK12-536R,штука,1.0,0.0,1.0,",25",",4",",93",",093",0.093,К04,21.01.2021,145.0,Антенны БТС,0,1.0,2021.0
3.0,145.502.000062,Антенна Телеконта TK12-536R,штука,2.0,0.0,2.0,",25",",4",",93",",093",0.186,К04,21.01.2021,145.0,Антенны БТС,0,1.0,2021.0
1.0,145.346.000419,Антенна BTS Телеконта TK12-319R,штука,3.0,0.0,3.0,"2,1",",4",",25",",21",0.63,К04,22.01.2021,145.0,Антенны БТС,0,1.0,2021.0
2.0,145.346.000420,Антенна BTS Телеконта TK12-322R,штука,3.0,0.0,3.0,,,,,,К04,22.01.2021,145.0,Антенны БТС,0,1.0,2021.0
3.0,145.346.000418,Антенна BTS Телеконта TK12-318R,штука,1.0,0.0,1.0,",24",",26","2,1",",13104",0.13104,К04,22.01.2021,145.0,Антенны БТС,0,1.0,2021.0
1.0,145.346.000418,Антенна BTS Телеконта TK12-318R,штука,3.0,0.0,3.0,",24",",26","2,1",",13104",0.39312,К04,25.03.2021,145.0,Антенны БТС,0,3.0,2021.0
2.0,145.346.000418,Антенна BTS Телеконта TK12-318R,штука,3.0,0.0,3.0,",24",",26","2,1",",13104",0.39312,К04,25.03.2021,145.0,Антенны БТС,0,3.0,2021.0
1.0,145.346.000492,Антенна BTS Телеконта ТК10-306 V1R,штука,6.0,0.0,6.0,",5",",3",",2",",03",0.18,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
2.0,145.346.000492,Антенна BTS Телеконта ТК10-306 V1R,штука,30.0,0.0,30.0,",5",",3",",2",",03",0.9,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
3.0,145.346.000488,Антенна BTS Телеконта TK10-3146 V1R,штука,1.0,0.0,1.0,"3,2",",53",",27",",45792",0.45792,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
4.0,145.346.000497,Антенна BTS Телеконта TK10-570 V1R,штука,7.0,0.0,7.0,"1,5",",35",",2",",105",0.735,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
5.0,145.346.000488,Антенна BTS Телеконта TK10-3146 V1R,штука,3.0,0.0,3.0,"3,2",",53",",27",",45792",1.37376,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
6.0,145.346.000488,Антенна BTS Телеконта TK10-3146 V1R,штука,7.0,0.0,7.0,"3,2",",53",",27",",45792",3.20544,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
7.0,145.346.000488,Антенна BTS Телеконта TK10-3146 V1R,штука,2.0,0.0,2.0,"3,2",",53",",27",",45792",0.91584,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
8.0,145.346.000488,Антенна BTS Телеконта TK10-3146 V1R,штука,4.0,0.0,4.0,"3,2",",53",",27",",45792",1.83168,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
9.0,145.346.000488,Антенна BTS Телеконта TK10-3146 V1R,штука,1.0,0.0,1.0,"3,2",",53",",27",",45792",0.45792,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
10.0,145.346.000488,Антенна BTS Телеконта TK10-3146 V1R,штука,3.0,0.0,3.0,"3,2",",53",",27",",45792",1.37376,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
11.0,145.346.000492,Антенна BTS Телеконта ТК10-306 V1R,штука,8.0,0.0,8.0,",5",",3",",2",",03",0.24,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
12.0,145.346.000487,Антенна BTS Телеконта TK10-573 V1R,штука,2.0,0.0,2.0,",23",",53","1,62",",197478",0.394956,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
13.0,145.346.000487,Антенна BTS Телеконта TK10-573 V1R,штука,1.0,0.0,1.0,",23",",53","1,62",",197478",0.197478,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
14.0,145.346.000487,Антенна BTS Телеконта TK10-573 V1R,штука,7.0,0.0,7.0,",23",",53","1,62",",197478",1.382346,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
15.0,145.346.000488,Антенна BTS Телеконта TK10-3146 V1R,штука,2.0,0.0,2.0,"3,2",",53",",27",",45792",0.91584,К04,25.01.2021,145.0,Антенны БТС,0,1.0,2021.0
1.0,145.346.000492,Антенна BTS Телеконта ТК10-306 V1R,штука,3.0,0.0,3.0,",5",",3",",2",",03",0.09,К04,03.03.2021,145.0,Антенны БТС,0,3.0,2021.0
2.0,145.346.000492,Антенна BTS Телеконта ТК10-306 V1R,штука,2.0,0.0,2.0,",5",",3",",2",",03",0.06,К04,03.03.2021,145.0,Антенны БТС,0,3.0,2021.0
3.0,145.346.000492,Антенна BTS Телеконта ТК10-306 V1R,штука,2.0,0.0,2.0,",5",",3",",2",",03",0.06,К04,03.03.2021,145.0,Антенны БТС,0,3.0,2021.0
1.0,145.346.000496,Антенна BTS Телеконта ТК10-304 V1R,штука,3.0,0.0,3.0,",56",",3",",2",",0336",0.1008,К04,15.03.2021,145.0,Антенны БТС,0,3.0,2021.0
1.0,145.346.000487,Антенна BTS Телеконта TK10-573 V1R,штука,1.0,0.0,1.0,",23",",53","1,62",",197478",0.197478,К04,15.03.2021,145.0,Антенны БТС,0,3.0,2021.0
2.0,145.346.000487,Антенна BTS Телеконта TK10-573 V1R,штука,1.0,0.0,1.0,",23",",53","1,62",",197478",0.197478,К04,15.03.2021,145.0,Антенны БТС,0,3.0,2021.0
3.0,145.346.000487,Антенна BTS Телеконта TK10-573 V1R,штука,2.0,0.0,2.0,",23",",53","1,62",",197478",0.394956,К04,15.03.2021,145.0,Антенны БТС,0,3.0,2021.0
4.0,145.346.000487,Антенна BTS Телеконта TK10-573 V1R,штука,6.0,0.0,6.0,",23",",53","1,62",",197478",1.184868,К04,15.03.2021,145.0,Антенны БТС,0,3.0,2021.0
5.0,145.346.000487,Антенна BTS Телеконта TK10-573 V1R,штука,3.0,0.0,3.0,",23",",53","1,62",",197478",0.592434,К04,15.03.2021,145.0,Антенны БТС,0,3.0,2021.0
6.0,145.346.000487,Антенна BTS Телеконта TK10-573 V1R,штука,16.0,0.0,16.0,",23",",53","1,62",",197478",3.159648,К04,15.03.2021,145.0,Антенны БТС,0,3.0,2021.0
1.0,145.346.000497,Антенна BTS Телеконта TK10-570 V1R,штука,3.0,0.0,3.0,"1,5",",35",",2",",105",0.315,К04,,145.0,Антенны БТС,0,1.0,1900.0
